fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.0006471421983506944,0.3909733243287474,15.299622826593977,0.41238352361603375,6.09070885181427,39.3644442191446,B10_ours,4,30,8,32,8,2,equal_weight_label_macro,11.441576582193374,composite_target_task,25.651437498629093,0.2697359826415777,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.9987718370225696
