fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.005153507656521268,0.34234958879818383,16.335685187572622,0.3617621166847961,21.27185583114624,42.208488282527334,B08_dgmir_u,4,30,8,32,8,2,equal_weight_label_macro,44.35951312780381,composite_target_task,11.061898874701,0.6099783629179001,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.8550038019816081
