fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
3.863440619574653e-05,0.3725473504265203,13.989197314868681,0.39436685058233867,12.996361494064331,38.44904014384688,B09_m2m_reg,4,30,8,32,8,2,equal_weight_label_macro,30.687342524528496,composite_target_task,14.066189234610647,0.5233630128204823,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.9335415522257486
