fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.003902901543511285,0.3623214448278096,15.041330130638485,0.3807755064434655,2.8431476652622223,38.75108419476326,B05_masr_dns_io,4,30,8,32,8,2,equal_weight_label_macro,5.07489002943039,composite_target_task,11.576392668474,0.6373688355088234,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.9780505498250325
