display_name,fixed_phase,fold_fraction,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,moving_phase,n_evaluable_organs,n_requested_organs,p95_displacement_mm,pair_id,runtime_seconds,sd_log_jacobian,source_server,subject_id,task_domain,task_group,valid_sampling_fraction
PRA-CM v3,mr,0.0009260389539930556,5.557758173220064,0.6715121026747107,6.976517677307129,21.954395429432466,B10_ours,ct,4,4,13.148479604721068,MR_fixed__CT_moving__0016_tcia,25.618499780073762,0.27033743262290955,server1,0016_tcia,l2r_mrct,mr_target,0.9986085679796007
TransMorph + MIND-SSC,mr,0.04199557834201389,7.339220137313674,0.5712038699542524,11.124735832214355,19.71171553290034,B11_transmorph_mind,ct,3,4,29.737611770629883,MR_fixed__CT_moving__0002_tcia,14.335800206288695,0.7628888487815857,server2,0002_tcia,l2r_mrct,mr_target,0.9721791585286458
TransMorph + MIND-SSC,mr,0.03957739935980903,38.05192113442941,0.1115537271453775,10.920279502868652,73.77029284672243,B11_transmorph_mind,ct,3,4,29.920559024810785,MR_fixed__CT_moving__0004_tcia,14.369432771578431,0.747269332408905,server2,0004_tcia,l2r_mrct,mr_target,0.9610522800021701
TransMorph + MIND-SSC,mr,0.07342071533203125,10.158242527544541,0.3909836851308447,12.537052154541016,28.64540410372871,B11_transmorph_mind,ct,4,4,25.210701084136964,MR_fixed__CT_moving__0006_tcia,14.129756189882755,0.9760816097259521,server2,0006_tcia,l2r_mrct,mr_target,0.9975465562608506
TransMorph + MIND-SSC,mr,0.039612833658854166,8.879637090547632,0.5216938963978057,12.743542671203613,25.111487385751197,B11_transmorph_mind,ct,4,4,27.26662254333496,MR_fixed__CT_moving__0008_tcia,12.25734356418252,0.793501615524292,server2,0008_tcia,l2r_mrct,mr_target,0.9594721476236979
TransMorph + MIND-SSC,mr,0.023599921332465277,9.043232189239227,0.5323652201432006,12.7094087600708,28.93338581180143,B11_transmorph_mind,ct,4,4,26.220764446258542,MR_fixed__CT_moving__0010_tcia,11.248173017054796,0.7665866017341614,server2,0010_tcia,l2r_mrct,mr_target,0.9206059773763021
TransMorph + MIND-SSC,mr,0.016782294379340278,14.24141019747141,0.28705229578341707,12.605061531066895,37.0078444665493,B11_transmorph_mind,ct,4,4,29.683261871337884,MR_fixed__CT_moving__0012_tcia,9.612027553841472,0.7402297258377075,server2,0012_tcia,l2r_mrct,mr_target,0.8677668253580729
TransMorph + MIND-SSC,mr,0.0546600341796875,21.46211385216631,0.24330022193411077,12.314777374267578,62.934552345702386,B11_transmorph_mind,ct,4,4,26.634855651855467,MR_fixed__CT_moving__0014_tcia,9.826534541323781,0.8947004675865173,server2,0014_tcia,l2r_mrct,mr_target,0.9501439412434896
TransMorph + MIND-SSC,mr,0.03074578179253472,7.645629210407125,0.5232699532324179,12.665693283081055,20.681854353958126,B11_transmorph_mind,ct,4,4,24.733715820312497,MR_fixed__CT_moving__0016_tcia,10.104294169694185,0.7725513577461243,server2,0016_tcia,l2r_mrct,mr_target,0.9595659044053819
CorrMLP + MIND-SSC,mr,0.021016608344184028,6.071331843133074,0.6405217888604443,21.34372329711914,21.811690212375566,B12_corrmlp_mind,ct,3,4,47.40031929016113,MR_fixed__CT_moving__0002_tcia,12.727281430736184,0.6472952961921692,server2,0002_tcia,l2r_mrct,mr_target,0.8705312093098958
CorrMLP + MIND-SSC,mr,0.024175516764322915,35.53480388975434,0.12422101686676949,22.357410430908203,70.37514809879082,B12_corrmlp_mind,ct,3,4,51.571579933166504,MR_fixed__CT_moving__0004_tcia,11.381954748183489,0.6887944340705872,server2,0004_tcia,l2r_mrct,mr_target,0.8567187839084202
CorrMLP + MIND-SSC,mr,0.04377000596788194,5.722133783406697,0.6255950962578398,12.990828514099121,20.13470547514072,B12_corrmlp_mind,ct,4,4,31.425294876098626,MR_fixed__CT_moving__0006_tcia,10.259949300438166,0.8387326002120972,server2,0006_tcia,l2r_mrct,mr_target,0.9809312608506945
CorrMLP + MIND-SSC,mr,0.03284064398871528,4.271730149391062,0.7321705330368693,18.57707977294922,17.45892327158117,B12_corrmlp_mind,ct,4,4,33.49118499755859,MR_fixed__CT_moving__0008_tcia,10.13387380540371,0.7537462711334229,server2,0008_tcia,l2r_mrct,mr_target,0.9079718695746528
CorrMLP + MIND-SSC,mr,0.01949920654296875,6.543775691746845,0.6965618836784816,19.78472328186035,28.04556952420214,B12_corrmlp_mind,ct,4,4,33.8180061340332,MR_fixed__CT_moving__0010_tcia,9.628245458006859,0.7654208540916443,server2,0010_tcia,l2r_mrct,mr_target,0.868300035264757
CorrMLP + MIND-SSC,mr,0.006136237250434028,11.356927515778885,0.4221455655343279,22.441272735595703,33.40985197142473,B12_corrmlp_mind,ct,4,4,38.48790740966797,MR_fixed__CT_moving__0012_tcia,11.093047952279449,0.6749417781829834,server2,0012_tcia,l2r_mrct,mr_target,0.7916393703884549
CorrMLP + MIND-SSC,mr,0.026997545030381945,32.079864292609535,0.15000148079197045,27.487091064453125,82.05670382878401,B12_corrmlp_mind,ct,4,4,53.54005126953125,MR_fixed__CT_moving__0014_tcia,10.137003228068352,0.707889974117279,server2,0014_tcia,l2r_mrct,mr_target,0.827470228407118
CorrMLP + MIND-SSC,mr,0.02101711697048611,7.455099230320849,0.5554744879908291,19.845218658447266,25.543052683001434,B12_corrmlp_mind,ct,4,4,40.722199249267575,MR_fixed__CT_moving__0016_tcia,11.34080334752798,0.7514957189559937,server2,0016_tcia,l2r_mrct,mr_target,0.8895341661241319
