assd_mm,availability_reason,dice,display_name,fixed_phase,hd95_mm,label_available,label_name,label_value,method_id,moving_phase,pair_id,source_server,subject_id,task_domain,task_group
8.788704789420294,,0.46470429138117564,Identity,mr,33.52610922848042,True,right_kidney,3,B00_identity,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
15.28543726354219,,0.23418556952257175,Identity,mr,37.94733192202055,True,left_kidney,4,B00_identity,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
23.336216903520228,,0.38029771302890947,Identity,mr,55.06359959174482,True,liver,1,B00_identity,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
16.24148462453463,,0.10800774099063759,Identity,mr,44.0,True,spleen,2,B00_identity,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
13.76995544739783,,0.24689227450451665,Identity,mr,41.6773267913066,True,right_kidney,3,B00_identity,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
12.359697666247406,,0.25321340112110546,Identity,mr,37.926220708986165,True,left_kidney,4,B00_identity,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
18.04409222702882,,0.38670889441683753,Identity,mr,40.93897898091744,True,liver,1,B00_identity,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
28.052320837609226,,0.2193459039096623,Identity,mr,81.2896057316063,True,spleen,2,B00_identity,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
27.796135409610415,,0.06858693251727292,Identity,mr,72.69112738154499,True,right_kidney,3,B00_identity,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
27.93129200403523,,0.1053988326848249,Identity,mr,76.10519036176179,True,left_kidney,4,B00_identity,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
8.453856577641229,,0.7375647726119239,Identity,mr,18.867962264113206,True,liver,1,B00_identity,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
8.399480463646064,,0.49024404797422283,Identity,mr,18.867962264113206,True,spleen,2,B00_identity,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
9.184712897815608,,0.37067895390182837,Identity,mr,27.712812921102035,True,right_kidney,3,B00_identity,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
9.408977163589906,,0.3484702713103714,Identity,mr,30.01331855134915,True,left_kidney,4,B00_identity,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
2.689217338712414,,0.8819371261992418,ANTs-SyN + MI,mr,10.198039027185569,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
5.031746954766605,,0.6986643294019016,ANTs-SyN + MI,mr,20.14441762775883,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
1.5880689446439313,,0.8895355045381741,ANTs-SyN + MI,mr,7.211102550927978,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,ANTs-SyN + MI,mr,nan,False,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
29.537579455214974,,0.3563954460038398,ANTs-SyN + MI,mr,70.79548008171143,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
31.079078264493177,,0.029536082474226805,ANTs-SyN + MI,mr,58.240879114244144,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
43.53975062224673,,0.0,ANTs-SyN + MI,mr,72.91090453423274,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,ANTs-SyN + MI,mr,nan,False,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
10.064436103906257,,0.658887173511583,ANTs-SyN + MI,mr,32.61901286060018,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
5.498460509271022,,0.5901616204389866,ANTs-SyN + MI,mr,16.24807680927192,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
4.3229937045429665,,0.5449697831496623,ANTs-SyN + MI,mr,14.0,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
7.954608613859939,,0.32744196354368665,ANTs-SyN + MI,mr,26.153393661244042,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
3.500957480067138,,0.8887001440037681,ANTs-SyN + MI,mr,15.748015748023622,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
3.513452870081305,,0.8091885690446391,ANTs-SyN + MI,mr,17.549928774784245,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
1.0953248899821018,,0.904471179745017,ANTs-SyN + MI,mr,2.8284271247461903,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
1.1230970022644016,,0.9104916654993697,ANTs-SyN + MI,mr,4.0,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
3.27927648124691,,0.865190581083162,ANTs-SyN + MI,mr,9.16515138991168,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
2.057868743467813,,0.8740948901690787,ANTs-SyN + MI,mr,6.6332495807108,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
5.594047623675255,,0.6102290515286075,ANTs-SyN + MI,mr,15.620499351813308,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
5.4766824352423145,,0.61564278418211,ANTs-SyN + MI,mr,18.0,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
8.378005514243554,,0.7230741452044451,ANTs-SyN + MI,mr,28.982753492378876,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
5.643030419214087,,0.5217837444952755,ANTs-SyN + MI,mr,18.867962264113206,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
14.589146949647294,,0.19011631727672998,ANTs-SyN + MI,mr,33.52610922848042,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
11.311845894369748,,0.2849980208470774,ANTs-SyN + MI,mr,31.304951684997057,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
14.041167552392622,,0.503060070825456,ANTs-SyN + MI,mr,35.38361202590826,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
28.615031034137544,,0.18364733857691604,ANTs-SyN + MI,mr,79.22120928135344,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
27.256284790187593,,0.04521977082264409,ANTs-SyN + MI,mr,75.73638491504595,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
23.472442404886976,,0.1466731923443497,ANTs-SyN + MI,mr,74.40294698503135,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
3.924381543988141,,0.862344811488205,ANTs-SyN + MI,mr,15.362291495737216,True,liver,1,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
2.5854799236407233,,0.8321361270220348,ANTs-SyN + MI,mr,14.560219778561036,True,spleen,2,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
2.7358114547944288,,0.8103806096608975,ANTs-SyN + MI,mr,15.0996688705415,True,right_kidney,3,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
3.162591584135511,,0.7898123205022597,ANTs-SyN + MI,mr,18.439088914585774,True,left_kidney,4,B01_ants_syn_mi,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
3.233599027265301,,0.8595109591656109,ConvexAdam + MIND-SSC,mr,12.806248474865697,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
9.107591502122833,,0.5127890255134192,ConvexAdam + MIND-SSC,mr,29.732137494637012,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
1.5251137302638087,,0.8936245976854071,ConvexAdam + MIND-SSC,mr,7.483314773547883,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,ConvexAdam + MIND-SSC,mr,nan,False,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
23.035426007556403,,0.46903771332929184,ConvexAdam + MIND-SSC,mr,59.39696961966999,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
36.24071880262145,,0.004027864901449371,ConvexAdam + MIND-SSC,mr,62.12889826803627,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
25.564248479441726,,0.05814689958116253,ConvexAdam + MIND-SSC,mr,55.00908715413025,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,ConvexAdam + MIND-SSC,mr,nan,False,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
11.256409417132598,,0.6620282769807649,ConvexAdam + MIND-SSC,mr,38.0,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0006_tcia,server1,0006_tcia,l2r_mrct,mr_target
2.810040082682403,,0.7913156859904381,ConvexAdam + MIND-SSC,mr,10.0,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0006_tcia,server1,0006_tcia,l2r_mrct,mr_target
2.6503363112759093,,0.7594862528690726,ConvexAdam + MIND-SSC,mr,10.198039027185569,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0006_tcia,server1,0006_tcia,l2r_mrct,mr_target
3.275989698122165,,0.6987134502923976,ConvexAdam + MIND-SSC,mr,18.76166303929372,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0006_tcia,server1,0006_tcia,l2r_mrct,mr_target
2.0459739092263023,,0.9315030911175001,ConvexAdam + MIND-SSC,mr,7.483314773547883,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0008_tcia,server1,0008_tcia,l2r_mrct,mr_target
1.9682685731104326,,0.8898447861777252,ConvexAdam + MIND-SSC,mr,10.198039027185569,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0008_tcia,server1,0008_tcia,l2r_mrct,mr_target
1.1521950157758984,,0.899481828380135,ConvexAdam + MIND-SSC,mr,3.4641016151377544,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0008_tcia,server1,0008_tcia,l2r_mrct,mr_target
1.0871128741682086,,0.9081209879616623,ConvexAdam + MIND-SSC,mr,3.4641016151377544,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0008_tcia,server1,0008_tcia,l2r_mrct,mr_target
4.345984301568586,,0.8368413920464394,ConvexAdam + MIND-SSC,mr,30.0,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
1.1245231263443478,,0.9264468153895894,ConvexAdam + MIND-SSC,mr,3.4641016151377544,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
1.4513228714803776,,0.890843183609141,ConvexAdam + MIND-SSC,mr,8.48528137423857,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
1.225792006282421,,0.9029937406180077,ConvexAdam + MIND-SSC,mr,4.0,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0010_tcia,server1,0010_tcia,l2r_mrct,mr_target
2.215301748786101,,0.9233890402053421,ConvexAdam + MIND-SSC,mr,8.246211251235321,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
1.6029924384878853,,0.8341724354940214,ConvexAdam + MIND-SSC,mr,6.0,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
3.424089851313048,,0.7096509614508338,ConvexAdam + MIND-SSC,mr,18.547236990991408,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
2.9174666288497417,,0.7511072478165487,ConvexAdam + MIND-SSC,mr,19.697715603592208,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0012_tcia,server1,0012_tcia,l2r_mrct,mr_target
5.615860838088665,,0.814854949768597,ConvexAdam + MIND-SSC,mr,28.635642126552707,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
19.990806870297533,,0.372415147215008,ConvexAdam + MIND-SSC,mr,57.3410847473258,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
4.4755165214059165,,0.7090597224387962,ConvexAdam + MIND-SSC,mr,31.622776601683793,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
12.552144103389537,,0.4481048368749147,ConvexAdam + MIND-SSC,mr,46.84655361104341,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0014_tcia,server1,0014_tcia,l2r_mrct,mr_target
3.9084559147646054,,0.8589717086255666,ConvexAdam + MIND-SSC,mr,14.142135623730951,True,liver,1,B02_convexadam_mind,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
1.4296548405465814,,0.8963393895999284,ConvexAdam + MIND-SSC,mr,4.47213595499958,True,spleen,2,B02_convexadam_mind,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
1.2926745218487006,,0.8922582474714056,ConvexAdam + MIND-SSC,mr,4.0,True,right_kidney,3,B02_convexadam_mind,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
1.4645415551503134,,0.8845872899926954,ConvexAdam + MIND-SSC,mr,5.656854249492381,True,left_kidney,4,B02_convexadam_mind,ct,MR_fixed__CT_moving__0016_tcia,server1,0016_tcia,l2r_mrct,mr_target
5.09182887171278,,0.7922583651022008,FireANTs,mr,16.0,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
5.205828606310675,,0.6777659435319618,FireANTs,mr,15.620499351813308,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
4.081603377044959,,0.7348545959174745,FireANTs,mr,12.806248474865697,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,FireANTs,mr,nan,False,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0002_tcia,server2,0002_tcia,l2r_mrct,mr_target
30.970929768736895,,0.3153711304431069,FireANTs,mr,77.17512552629896,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
40.05199571027373,,0.0006534346156987666,FireANTs,mr,69.07966415668217,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
45.97079478942999,,0.0,FireANTs,mr,80.39900496896712,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,FireANTs,mr,nan,False,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0004_tcia,server2,0004_tcia,l2r_mrct,mr_target
12.505052559030673,,0.5715103889184869,FireANTs,mr,33.52610922848042,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
7.796212934270678,,0.5003969199015639,FireANTs,mr,28.705400188814647,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
5.580907934598917,,0.40249118331207323,FireANTs,mr,16.1245154965971,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
8.371822509751235,,0.2621638449906603,FireANTs,mr,24.73863375370596,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0006_tcia,server2,0006_tcia,l2r_mrct,mr_target
8.024262184365945,,0.7626114986845328,FireANTs,mr,26.0,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
5.643728794282033,,0.72656649538514,FireANTs,mr,19.390719429665317,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
2.9347541093278378,,0.7488519427939495,FireANTs,mr,12.328828005937952,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
4.428137655817695,,0.6417036737989503,FireANTs,mr,18.0,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0008_tcia,server2,0008_tcia,l2r_mrct,mr_target
12.744811794723763,,0.5730752586647783,FireANTs,mr,43.12771730569565,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
8.835463561796356,,0.5955830657611493,FireANTs,mr,32.37282811247729,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
6.458942599135502,,0.5743310702875399,FireANTs,mr,26.832815729997478,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
9.87054761927218,,0.4239440676634633,FireANTs,mr,26.68332812825267,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0010_tcia,server2,0010_tcia,l2r_mrct,mr_target
19.180287854288657,,0.48042597943818677,FireANTs,mr,41.569219381653056,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
14.202702862807985,,0.19814490422996295,FireANTs,mr,40.049968789001575,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
13.782851341089952,,0.24371851895490293,FireANTs,mr,40.54626986542659,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
11.809521949977343,,0.2984771573604061,FireANTs,mr,39.64845520319802,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0012_tcia,server2,0012_tcia,l2r_mrct,mr_target
18.71707426311326,,0.3568799083769634,FireANTs,mr,41.376321731154405,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
30.223785148699392,,0.17578898500194226,FireANTs,mr,81.65782265037441,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
31.377639621357098,,0.023201376936316697,FireANTs,mr,76.6550715869472,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
29.5929529989781,,0.08291583166332665,FireANTs,mr,79.04429138147802,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0014_tcia,server2,0014_tcia,l2r_mrct,mr_target
5.128389770916917,,0.8308545007551357,FireANTs,mr,12.806248474865697,True,liver,1,B03_fireants,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
2.659513140335619,,0.8285315574711628,FireANTs,mr,11.661903789690601,True,spleen,2,B03_fireants,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
4.271592344699633,,0.711796575613992,FireANTs,mr,16.492422502470642,True,right_kidney,3,B03_fireants,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
4.108759506955651,,0.7298098726670155,FireANTs,mr,22.0,True,left_kidney,4,B03_fireants,ct,MR_fixed__CT_moving__0016_tcia,server2,0016_tcia,l2r_mrct,mr_target
3.4474021020403463,,0.8436920353649007,DINO-Reg,mr,14.0,True,liver,1,B04_dino_reg,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
5.527124808278419,,0.737956193421507,DINO-Reg,mr,37.62711609503641,True,spleen,2,B04_dino_reg,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
1.8990185891482718,,0.8658715671877358,DINO-Reg,mr,7.211102550927978,True,right_kidney,3,B04_dino_reg,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,DINO-Reg,mr,nan,False,left_kidney,4,B04_dino_reg,ct,MR_fixed__CT_moving__0002_tcia,server1,0002_tcia,l2r_mrct,mr_target
13.22467760377522,,0.6801500195052733,DINO-Reg,mr,51.73006862551025,True,liver,1,B04_dino_reg,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
30.65962019626794,,0.03584818329090488,DINO-Reg,mr,64.65291950097846,True,spleen,2,B04_dino_reg,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
8.906448007850493,,0.5399367563755488,DINO-Reg,mr,41.43910606008777,True,right_kidney,3,B04_dino_reg,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
nan,missing_in_fixed_or_moving_label,nan,DINO-Reg,mr,nan,False,left_kidney,4,B04_dino_reg,ct,MR_fixed__CT_moving__0004_tcia,server1,0004_tcia,l2r_mrct,mr_target
