fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.0,0.3523385128343537,15.63153569509933,0.37086115085277055,0.0,39.43301778367639,B00_identity,4,30,8,32,8,2,equal_weight_label_macro,0.0,composite_target_task,2.61307333689183,0.0,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,1.0
