fold_fraction,legacy_mean_dice_missing_as_zero,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,n_evaluable_labels,n_evaluable_organ_cases,n_pair_calls,n_requested_organ_cases,n_subjects,n_unavailable_organ_cases,overlap_aggregation,p95_displacement_mm,reporting_unit,runtime_seconds,sd_log_jacobian,task_domain,task_group,unavailable_label_policy,valid_sampling_fraction
0.024431610107421876,0.46943826894821605,13.033868700739115,0.4996819914730902,20.603418469429016,36.71164598809114,B12_corrmlp_mind,4,30,8,32,8,2,equal_weight_label_macro,41.3070678949356,composite_target_task,10.837769908830523,0.7285396158695221,l2r_mrct,mr_target,exclude_if_missing_in_fixed_or_moving_label,0.8741371154785157
